state,city,total
Tennessee,Greenback,0
Tennessee,Greenbrier,0
Tennessee,Greeneville,24
Tennessee,Greenfield,5
Tennessee,Grimsley,0
Tennessee,Guild,0
Tennessee,Halls,1
Tennessee,Hampshire,0
Tennessee,Hampton,0
Tennessee,Harriman,0
Tennessee,Harrison,0
Tennessee,Harrogate,1
Tennessee,Hartford,1
Tennessee,Hartsville,10
Tennessee,Heiskell,0
Tennessee,Helenwood,0
Tennessee,Hendersonville,0
Pennsylvania,Abbottstown,0
Pennsylvania,Abington,11
Pennsylvania,Ackermanville,0
Pennsylvania,Acme,0
Pennsylvania,Adah,0
Pennsylvania,Adamsburg,0
Pennsylvania,Adamstown,0
Pennsylvania,Adamsville,0
Pennsylvania,Adrian,0
Pennsylvania,Airville,0
Pennsylvania,Akron,1
Pennsylvania,Albion,0
Pennsylvania,Albrightsville,0
Pennsylvania,Alburtis,0
Pennsylvania,Aleppo,0
Pennsylvania,Alexandria,0
Pennsylvania,Aliquippa,10
Pennsylvania,Allegheny,1
Pennsylvania,Allenport,1
Pennsylvania,Allensville,0
Pennsylvania,Allentown,112
Pennsylvania,Allenwood,2
Pennsylvania,Allison,0
Pennsylvania,Allison Park,17
Pennsylvania,Allport,0
Pennsylvania,Altoona,38
Pennsylvania,Alverda,0
South Carolina,Ladson,2
South Carolina,Ladys Island,0
South Carolina,Lake City,2
South Carolina,Lake View,0
South Carolina,Lamar,1
South Carolina,Lancaster,12
South Carolina,Lando,0
South Carolina,Landrum,2
South Carolina,Lane,0
South Carolina,Langley,0
South Carolina,Latta,1
South Carolina,Laurens,18
South Carolina,Leesville,1
South Carolina,Lexington,28
South Carolina,Liberty,3
South Carolina,Little Mountain,0
South Carolina,Little River,7
South Carolina,Little Rock,0
South Carolina,Lobeco,0
South Carolina,Lockhart,8
South Carolina,Lodge,0
South Carolina,Long Creek,0
South Carolina,Longs,0
South Carolina,Loris,3
South Carolina,Lowndesville,0
South Carolina,Lugoff,1
South Carolina,Luray,0
South Carolina,Lydia,0
South Carolina,Lyman,4
South Carolina,Lynchburg,0
South Carolina,Manning,0
Texas,Cotulla,1
Texas,Coupland,0
Texas,Covington,0
Texas,Crandall,0
Texas,Crane,2
Texas,Cranfills Gap,0
Texas,Crawford,0
Texas,Cresson,0
Texas,Crockett,12
Texas,Crosby,1
Texas,Crosbyton,3
Texas,Cross Plains,0
Texas,Crowley,4
Texas,Crystal City,5
Texas,Cuero,5
Texas,Cumby,1
Texas,Cushing,0
Texas,Cypress,22
Texas,D Hanis,0
Texas,Daingerfield,2
Texas,Daisetta,0
Texas,Dale,0
Texas,Dalhart,5
Texas,Dallardsville,0
Texas,Dallas,648
Texas,Damon,0
Texas,Danbury,0
Texas,Danciger,0
Texas,Danevang,0
Texas,Davilla,0
Texas,Dawn,0
Virginia,Rectortown,0
Virginia,Red Ash,0
Virginia,Reedville,1
Virginia,Remington,1
Virginia,Rescue,0
Virginia,Reston,22
Virginia,Reva,0
Virginia,Rhoadesville,0
Virginia,Rich Creek,1
Virginia,Richardsville,0
Virginia,Richlands,2
Virginia,Richmond,2
Virginia,Ridgeway,4
Virginia,Rileyville,0
Virginia,Riner,0
Virginia,Ringgold,0
Virginia,Ripplemead,0
Virginia,Rixeyville,0
Virginia,Roanoke,0
Virginia,Rochelle,0
Virginia,Rockbridge Baths,0
Virginia,Rockville,83
Virginia,Rocky Gap,0
Virginia,Rocky Mount,42
Virginia,Rollins Fork,0
Virginia,Rosedale,1
Virginia,Round Hill,0
Virginia,Ruby,0
Virginia,Ruckersville,0
Tennessee,Henning,0
Tennessee,Hermitage,10
Tennessee,Hickman,0
Tennessee,Hickory Valley,0
Tennessee,Hilham,0
Tennessee,Hillsboro,6
Tennessee,Hixson,15
Tennessee,Humboldt,6
Tennessee,Huntingdon,5
Tennessee,Huntland,0
Tennessee,Huntsville,17
Tennessee,Indian Mound,0
Tennessee,Jacksboro,3
Tennessee,Jackson,0
Tennessee,Jamestown,0
Tennessee,Jasper,14
Tennessee,Jefferson City,43
Tennessee,Jellico,3
Tennessee,Joelton,0
Tennessee,Johnson City,14
Tennessee,Jonesborough,4
Tennessee,Kelso,0
Tennessee,Kenton,10
Tennessee,Kingsport,52
Tennessee,Kingston,22
Tennessee,Kingston Springs,0
Tennessee,Knoxville,1
Tennessee,Kodak,0
Tennessee,Kyles Ford,0
Massachusetts,Abington,11
Pennsylvania,Alverton,0
Pennsylvania,Amberson,0
Pennsylvania,Ambler,16
Pennsylvania,Ambridge,3
Pennsylvania,Amity,0
Pennsylvania,Analomink,0
Pennsylvania,Andreas,0
Pennsylvania,Annville,17
Pennsylvania,Apollo,12
Pennsylvania,Aquashicola,0
Pennsylvania,Arcadia,0
Pennsylvania,Archbald,2
Pennsylvania,Arcola,0
Pennsylvania,Ardara,0
Pennsylvania,Ardmore,2
Pennsylvania,Ardsley,4
Pennsylvania,Arendtsville,0
Pennsylvania,Aristes,0
Pennsylvania,Armagh,0
Pennsylvania,Armbrust,0
Pennsylvania,Arona,0
Pennsylvania,Ashfield,0
Pennsylvania,Ashland,0
Pennsylvania,Ashville,1
Pennsylvania,Aspers,0
Pennsylvania,Aston,2
Pennsylvania,Atglen,1
Pennsylvania,Atlantic,0
Pennsylvania,Atlas,0
Pennsylvania,Atlasburg,0
South Carolina,Marietta,1
South Carolina,Marion,3
South Carolina,Mauldin,5
South Carolina,Mayesville,0
South Carolina,Mayo,0
South Carolina,Mc Bee,0
South Carolina,Mc Clellanville,1
South Carolina,Mc Coll,0
South Carolina,Mc Connells,0
South Carolina,Mc Cormick,0
South Carolina,McCormick,4
South Carolina,Miley,0
South Carolina,Modoc,0
South Carolina,Moncks Corner,5
South Carolina,Monetta,0
South Carolina,Montmorenci,0
South Carolina,Moore,2
South Carolina,Mount Carmel,0
South Carolina,Mount Croghan,0
South Carolina,Mount Pleasant,43
South Carolina,Mountain Rest,0
South Carolina,Mountville,0
South Carolina,Mullins,2
South Carolina,Murrells Inlet,19
South Carolina,Myrtle Beach,43
South Carolina,Neeses,0
South Carolina,Nesmith,0
South Carolina,New Ellenton,1
South Carolina,New Zion,0
South Carolina,Newberry,10
Texas,Dawson,0
Texas,Dayton,2
Texas,De Berry,0
Texas,De Kalb,1
Texas,De Leon,3
Texas,Deanville,0
Texas,Decatur,11
Texas,Deer Park,1
Texas,Del Rio,17
Texas,Del Valle,0
Texas,Denison,18
Texas,Dennis,0
Texas,Denton,66
Texas,Denver City,1
Texas,Desdemona,0
Texas,Desoto,47
Texas,Devers,0
Texas,Devine,7
Texas,Deweyville,0
Texas,Diana,0
Texas,Diboll,0
Texas,Dickinson,12
Texas,Dilley,2
Texas,Dime Box,0
Texas,Dimmitt,3
Texas,Dobbin,0
Texas,Dodd City,0
Texas,Dodge,0
Texas,Dodson,0
Texas,Donie,0
Texas,Donna,17
Virginia,Rural Retreat,3
Virginia,Rustburg,0
Virginia,Ruther Glen,1
Virginia,Ruthville,0
Virginia,Saint Stephens Church,0
Virginia,Salem,0
Virginia,Saltville,1
Virginia,Saluda,4
Virginia,Sandston,1
Virginia,Sandy Hook,0
Virginia,Sandy Level,0
Virginia,Schley,0
Virginia,Scottsburg,11
Virginia,Scottsville,0
Virginia,Seaford,1
Virginia,Sealston,0
Virginia,Sedley,0
Virginia,Severn,2
Virginia,Shacklefords,0
Virginia,Shawsville,0
Virginia,Shenandoah,7
Virginia,Singers Glen,0
Virginia,Skippers,0
Virginia,Skipwith,0
Virginia,Smithfield,1
Virginia,Somerset,0
Virginia,Somerville,0
Virginia,South Boston,6
Virginia,South Hill,9
Virginia,Sparta,13
Tennessee,La Follette,2
Tennessee,La Grange,4
Tennessee,La Vergne,1
Tennessee,Laconia,14
Tennessee,Lafayette,0
Tennessee,Lafollette,4
Tennessee,Lake City,2
Tennessee,Lancaster,12
Tennessee,Lancing,0
Tennessee,Lascassas,0
Tennessee,Laurel Bloomery,0
Tennessee,Lawrenceburg,17
Tennessee,Lebanon,0
Tennessee,Lenoir City,7
Tennessee,Leoma,0
Tennessee,Lewisburg,1
Tennessee,Lexington,28
Tennessee,Liberty,3
Tennessee,Limestone,0
Tennessee,Linden,1
Tennessee,Livingston,16
Tennessee,Lone Mountain,0
Tennessee,Lookout Mountain,0
Tennessee,Loretto,0
Tennessee,Loudon,1
Tennessee,Louisville,9
Tennessee,Lowland,0
Tennessee,Lupton City,0
Tennessee,Luttrell,0
Tennessee,Lutts,0
Massachusetts,Accord,0
Massachusetts,Acton,0
Massachusetts,Acushnet,0
Massachusetts,Adams,1
Massachusetts,Agawam,17
Massachusetts,Allston,6
Massachusetts,Amesbury,11
Massachusetts,Amherst,16
Massachusetts,Andover,0
Massachusetts,Arlington,147
Massachusetts,Arlington Heights,55
Massachusetts,Ashburnham,0
Massachusetts,Ashby,0
Massachusetts,Ashfield,0
Massachusetts,Ashland,0
Massachusetts,Ashley Falls,0
Massachusetts,Assonet,0
Massachusetts,Athol,0
Massachusetts,Attleboro,20
Massachusetts,Attleboro Falls,3
Massachusetts,Auburn,18
Massachusetts,Auburndale,3
Massachusetts,Avon,11
Massachusetts,Ayer,5
Massachusetts,Babson Park,0
Massachusetts,Baldwinville,2
Massachusetts,Barnstable,2
Massachusetts,Barre,1
Massachusetts,Becket,0
Massachusetts,Bedford,0
Pennsylvania,Auburn,18
Pennsylvania,Audubon,3
Pennsylvania,Aultman,0
Pennsylvania,Avalon,0
Pennsylvania,Avella,1
Pennsylvania,Avoca,0
Pennsylvania,Avondale,0
Pennsylvania,Avonmore,0
Pennsylvania,Baden,5
Pennsylvania,Bainbridge,0
Pennsylvania,Bairdford,0
Pennsylvania,Bakerstown,0
Pennsylvania,Bala,3
Pennsylvania,Bala Cynwyd,14
Pennsylvania,Bally,0
Pennsylvania,Bangor,44
Pennsylvania,Barnesville,0
Pennsylvania,Bart,0
Pennsylvania,Barto,0
Pennsylvania,Bartonsville,2
Pennsylvania,Bath,0
Pennsylvania,Bausman,0
Pennsylvania,Beach Haven,0
Pennsylvania,Beach Lake,0
Pennsylvania,Beallsville,0
Pennsylvania,Bear Creek,0
Pennsylvania,Bear Creek Townshi,0
Pennsylvania,Bear Lake,0
South Carolina,Newry,0
South Carolina,Nichols,1
South Carolina,Ninety Six,0
South Carolina,Norris,0
South Carolina,North,0
South Carolina,North Augusta,15
South Carolina,North Charleston,29
South Carolina,North Myrtle Beach,4
South Carolina,Okatie,10
South Carolina,Olanta,0
South Carolina,Orangeburg,5
South Carolina,Pacolet,0
South Carolina,Pacolet Mills,0
South Carolina,Pageland,2
South Carolina,Pamplico,3
South Carolina,Parksville,0
South Carolina,Patrick,0
South Carolina,Pauline,2
South Carolina,Pawleys Island,13
South Carolina,Pelion,0
South Carolina,Pelzer,0
South Carolina,Pendleton,2
South Carolina,Perry,0
South Carolina,Pickens,3
South Carolina,Piedmont,4
South Carolina,Pineland,0
South Carolina,Pineville,2
South Carolina,Pinewood,0
South Carolina,Pinopolis,0
Texas,Doole,0
Texas,Doss,0
Texas,Doucette,0
Texas,Dougherty,0
Texas,Driftwood,0
Texas,Dripping Springs,3
Texas,Driscoll,0
Texas,Dublin,4
Texas,Dumas,8
Texas,Duncanville,33
Texas,Dyess Afb,0
Texas,Eagle Lake,0
Texas,Eagle Pass,21
Texas,Early,1
Texas,Earth,0
Texas,East Bernard,1
Texas,Eastland,5
Texas,Ecleto,0
Texas,Ector,0
Texas,Edcouch,6
Texas,Eddy,0
Texas,Eden,5
Texas,Edgewood,1
Texas,Edinburg,68
Texas,Edmonson,0
Texas,Edna,4
Texas,Edroy,0
Texas,Egypt,0
Texas,El Campo,9
Texas,El Lago,0
Texas,El Paso,221
Virginia,Speedwell,0
Virginia,Sperryville,0
Virginia,Spotsylvania,1
Virginia,Spout Spring,0
Virginia,Spring Grove,0
Virginia,Springfield,51
Virginia,Stafford,67
Virginia,Staffordsville,0
Virginia,Stanardsville,4
Virginia,Stanley,0
Virginia,Star Tannery,0
Virginia,State Farm,0
Virginia,Staunton,34
Virginia,Steeles Tavern,0
Virginia,Stephens City,3
Virginia,Stephenson,0
Virginia,Sterling,25
Virginia,Stevensburg,0
Virginia,Stevensville,0
Virginia,Stony Creek,0
Virginia,Strasburg,0
Virginia,Stuart,39
Virginia,Stuarts Draft,2
Virginia,Studley,0
Virginia,Suffolk,38
Virginia,Sugar Grove,0
Virginia,Sumerduck,0
Virginia,Surry,0
Virginia,Susan,0
Virginia,Sussex,3
Tennessee,Lyles,0
Tennessee,Lynchburg,0
Tennessee,Macon,0
Tennessee,Madison,3
Tennessee,Madisonville,4
Tennessee,Manchester,0
Tennessee,Martin,0
Tennessee,Maryville,28
Tennessee,Mascot,0
Tennessee,Mason,3
Tennessee,Maury City,0
Tennessee,Maynardville,2
Tennessee,Mc Donald,2
Tennessee,Mc Ewen,0
Tennessee,Mc Kenzie,0
Tennessee,Mc Minnville,7
Tennessee,Mcminnville,28
Tennessee,Medina,0
Tennessee,Memphis,0
Tennessee,Middleton,20
Tennessee,Midway,0
Tennessee,Milan,1
Tennessee,Milligan College,0
Tennessee,Millington,0
Tennessee,Milton,0
Tennessee,Minor Hill,0
Tennessee,Mitchellville,6
Tennessee,Mohawk,0
Tennessee,Monroe,33
Tennessee,Monterey,37
Massachusetts,Belchertown,2
Massachusetts,Bellingham,0
Massachusetts,Belmont,0
Massachusetts,Berkley,9
Massachusetts,Berkshire,0
Massachusetts,Berlin,9
Massachusetts,Bernardston,0
Massachusetts,Beverly,1
Massachusetts,Beverly Farms,1
Massachusetts,Billerica,7
Massachusetts,Blackstone,3
Massachusetts,Blandford,0
Massachusetts,Bolton,1
Massachusetts,Bondsville,0
Massachusetts,Boston,1
Massachusetts,Bourne,3
Massachusetts,Boxborough,0
Massachusetts,Boxford,0
Massachusetts,Boylston,0
Massachusetts,Braintree,17
Massachusetts,Brant Rock,0
Massachusetts,Brewster,5
Massachusetts,Bridgewater,26
Massachusetts,Brighton,31
Massachusetts,Brimfield,0
Massachusetts,Brockton,0
Massachusetts,Brookfield,47
Massachusetts,Brookline,0
Massachusetts,Brookline Village,0
Massachusetts,Bryantville,0
Pennsylvania,Beaver,5
Pennsylvania,Beaver Falls,27
Pennsylvania,Beaver Meadows,0
Pennsylvania,Beaver Springs,0
Pennsylvania,Beaverdale,0
Pennsylvania,Beavertown,0
Pennsylvania,Beccaria,0
Pennsylvania,Bechtelsville,1
Pennsylvania,Bedminster,0
Pennsylvania,Belle Vernon,2
Pennsylvania,Bellefonte,14
Pennsylvania,Belleville,1
Pennsylvania,Bellevue,145
Pennsylvania,Bellwood,3
Pennsylvania,Belsano,0
Pennsylvania,Bendersville,0
Pennsylvania,Bensalem,26
Pennsylvania,Bentleyville,2
Pennsylvania,Benton,0
Pennsylvania,Bernville,0
Pennsylvania,Berrysburg,0
Pennsylvania,Berwick,1
Pennsylvania,Berwyn,6
Pennsylvania,Bessemer,0
Pennsylvania,Bethany,6
Pennsylvania,Bethel,1
Pennsylvania,Bethel Park,19
Pennsylvania,Bethlehem,72
Pennsylvania,Beyer,0
Pennsylvania,Biglerville,0
Pennsylvania,Birchrunville,0
South Carolina,Plum Branch,0
South Carolina,Pomaria,0
South Carolina,Port Royal,7
South Carolina,Prosperity,0
South Carolina,Rains,0
South Carolina,Ravenel,0
South Carolina,Reevesville,0
South Carolina,Reidville,0
South Carolina,Rembert,0
South Carolina,Richburg,0
South Carolina,Richland,0
South Carolina,Ridge Spring,0
South Carolina,Ridgeland,8
South Carolina,Ridgeville,1
South Carolina,Ridgeway,4
South Carolina,Rock Hill,66
South Carolina,Roebuck,0
South Carolina,Round O,0
South Carolina,Ruby,0
South Carolina,Ruffin,0
South Carolina,Russellville,0
South Carolina,Saint George,3
South Carolina,Saint Helena Island,0
South Carolina,Saint Matthews,6
South Carolina,Saint Stephen,2
South Carolina,Salem,0
South Carolina,Salley,0
South Carolina,Salters,0
South Carolina,Saluda,4
South Carolina,Sandy Springs,16
Texas,Eldorado,1
Texas,Electra,3
Texas,Elgin,3
Texas,Elkhart,1
Texas,Elm Mott,0
Texas,Elmaton,0
Texas,Elmendorf,0
Texas,Elmo,0
Texas,Elsa,6
Texas,Elysian Fields,0
Texas,Emory,2
Texas,Encinal,0
Texas,Energy,0
Texas,Enloe,0
Texas,Ennis,10
Texas,Enochs,0
Texas,Eola,0
Texas,Era,0
Texas,Etoile,0
Texas,Euless,11
Texas,Eustace,0
Texas,Evadale,0
Texas,Evant,0
Texas,Fabens,0
Texas,Fairfield,2
Texas,Falls City,0
Texas,Farmers Branch,25
Texas,Farmersville,2
Texas,Fate,0
Texas,Fayetteville,9
Virginia,Sutherland,0
Virginia,Sutherlin,3
Virginia,Sweet Briar,0
Virginia,Swoope,0
Virginia,Swords Creek,0
Virginia,Syria,0
Virginia,Tannersville,3
Virginia,Tappahannock,7
Virginia,Tappahanock,0
Virginia,Tazewell,7
Virginia,Thaxton,0
Virginia,The Plains,0
Virginia,Thornburg,0
Virginia,Timberville,5
Virginia,Toano,0
Virginia,Toms Brook,0
Virginia,Trevilians,0
Virginia,Triangle,2
Virginia,Trout Dale,0
Virginia,Troutdale,7
Virginia,Troutville,1
Virginia,Troy,0
Virginia,Union Hall,0
Virginia,Unionville,0
Virginia,University Of Richmond,0
Virginia,Upperville,0
Virginia,Valentines,0
Virginia,Vernon Hill,0
Virginia,Verona,0
Tennessee,Mooresburg,0
Tennessee,Morrison,1
Tennessee,Morristown,26
Tennessee,Moscow,0
Tennessee,Mosheim,0
Tennessee,Moss,0
Tennessee,Mount Carmel,0
Tennessee,Mount Juliet,13
Tennessee,Mount Pleasant,43
Tennessee,Mountain City,4
Tennessee,Mountain Home,0
Tennessee,Mulberry,0
Tennessee,Munford,0
Tennessee,Murfreesboro,55
Tennessee,Nashville,0
Tennessee,New Market,1
Tennessee,New Tazewell,3
Tennessee,Newcomb,0
Tennessee,Newport,1
Tennessee,Niota,0
Tennessee,Nolensville,0
Tennessee,Norene,0
Tennessee,Normandy,0
Tennessee,Norris,0
Tennessee,Oak Ridge,4
Tennessee,Oakdale,2
Tennessee,Oakland,1
Tennessee,Ocoee,11
Massachusetts,Buckland,0
Massachusetts,Burlington,9
Massachusetts,Buzzards Bay,6
Massachusetts,Byfield,0
Massachusetts,Cambridge,1
Massachusetts,Canton,31
Massachusetts,Carlisle,0
Massachusetts,Carver,0
Massachusetts,Cataumet,0
Massachusetts,Centerville,1
Massachusetts,Charlemont,0
Massachusetts,Charlestown,0
Massachusetts,Charlton,8
Massachusetts,Charlton City,0
Massachusetts,Charlton Depot,0
Massachusetts,Chartley,0
Massachusetts,Chatham,0
Massachusetts,Chelmsford,14
Massachusetts,Chelsea,0
Massachusetts,Cherry Valley,0
Massachusetts,Cheshire,0
Massachusetts,Chester,9
Massachusetts,Chesterfield,16
Massachusetts,Chestnut Hill,6
Massachusetts,Chicopee,21
Massachusetts,Chilmark,0
Pennsylvania,Bird In Hand,0
Pennsylvania,Birdsboro,3
Pennsylvania,Black Lick,3
Pennsylvania,Blain,0
Pennsylvania,Blairs Mills,0
Pennsylvania,Blairsville,4
Pennsylvania,Blakely,2
Pennsylvania,Blakeslee,0
Pennsylvania,Blanchard,1
Pennsylvania,Blandburg,0
Pennsylvania,Blandon,2
Pennsylvania,Blooming Glen,0
Pennsylvania,Bloomsburg,17
Pennsylvania,Blue Ball,0
Pennsylvania,Blue Bell,12
Pennsylvania,Blue Ridge Summit,0
Pennsylvania,Boalsburg,1
Pennsylvania,Bobtown,0
Pennsylvania,Boiling Springs,4
Pennsylvania,Bolivar,10
Pennsylvania,Boothwyn,5
Pennsylvania,Bovard,0
Pennsylvania,Bowers,0
Pennsylvania,Bowmanstown,0
Pennsylvania,Bowmansville,1
Pennsylvania,Boyers,0
Pennsylvania,Boyertown,4
Pennsylvania,Brackenridge,5
Pennsylvania,Braddock,6
Pennsylvania,Bradenville,1
South Carolina,Santee,14
South Carolina,Scotia,8
South Carolina,Scranton,1
South Carolina,Seabrook,0
South Carolina,Seabrook Island,0
South Carolina,Sellers,0
South Carolina,Seneca,30
South Carolina,Sharon,0
South Carolina,Sheldon,0
South Carolina,Silverstreet,0
South Carolina,Simpsonville,16
South Carolina,Six Mile,2
South Carolina,Slater,0
South Carolina,Smoaks,0
South Carolina,Smyrna,0
South Carolina,Society Hill,0
South Carolina,Spartanburg,60
South Carolina,Springfield,51
South Carolina,Starr,0
South Carolina,Startex,0
South Carolina,State Park,0
South Carolina,Sullivans Island,0
South Carolina,Summerton,2
South Carolina,Summerville,32
South Carolina,Sumter,47
South Carolina,Sunset,0
South Carolina,Surfside Beach,4
South Carolina,Swansea,0
South Carolina,Tamassee,0
South Carolina,Tatum,0
Texas,Fentress,0
Texas,Ferris,0
Texas,Fieldton,0
Texas,Fischer,0
Texas,Flat,0
Texas,Flatonia,1
Texas,Flint,84
Texas,Florence,53
Texas,Floresville,10
Texas,Flower Mound,19
Texas,Flowermound,0
Texas,Floydada,1
Texas,Fluvanna,0
Texas,Forestburg,0
Texas,Forney,10
Texas,Forreston,0
Texas,Forsan,0
Texas,Fort Bliss,0
Texas,Fort Hood,0
Texas,Fort Stockton,5
Texas,Fort Worth,294
Texas,Fowlerton,0
Texas,Franklin,2
Texas,Frankston,1
Texas,Fredericksburg,20
Texas,Fredonia,0
Texas,Freeport,5
Texas,Fresno,3
Texas,Friendswood,17
Texas,Friona,4
Virginia,Vesuvius,0
Virginia,Victoria,44
Virginia,Vienna,0
Virginia,Viewtown,0
Virginia,Vinton,8
Virginia,Virgilina,0
Virginia,Virginia Beach,124
Virginia,Virginia State University,0
Virginia,Wakefield,16
Virginia,Walkerton,0
Virginia,Ware Neck,0
Virginia,Warfield,0
Virginia,Warrenton,17
Virginia,Warsaw,1
Virginia,Washington,213
Virginia,Waterford,3
Virginia,Waverly,0
Virginia,Waynesboro,4
Virginia,Weber City,1
Virginia,West Augusta,0
Virginia,West Mclean,0
Virginia,West Point,0
Virginia,Weyers Cave,0
Virginia,White Hall,1
Virginia,White Marsh,1
Virginia,White Post,0
Virginia,Whitetop,0
Virginia,Wicomico,0
Virginia,Williamsburg,2
Virginia,Willis,2
Tennessee,Old Fort,0
Tennessee,Old Hickory,3
Tennessee,Oliver Springs,0
Tennessee,Oneida,3
Tennessee,Ooltewah,5
Tennessee,Orlinda,0
Tennessee,Pall Mall,0
Tennessee,Palmyra,2
Tennessee,Paris,28
Tennessee,Parrottsville,0
Tennessee,Parsons,13
Tennessee,Pegram,0
Tennessee,Petersburg,0
Tennessee,Petros,0
Tennessee,Philadelphia,535
Tennessee,Pigeon Forge,1
Tennessee,Pikeville,2
Tennessee,Piney Flats,0
Tennessee,Pioneer,0
Tennessee,Pleasant Hill,0
Tennessee,Pleasant Shade,0
Tennessee,Pleasant View,0
Tennessee,Portland,44
Tennessee,Powder Springs,0
Tennessee,Powell,8
Tennessee,Primm Springs,0
Tennessee,Pruden,0
Tennessee,Pulaski,1
Tennessee,Quebeck,0
Tennessee,Readyville,0
Tennessee,Red Boiling Springs,1
Massachusetts,Clarksburg,1
Massachusetts,Clinton,15
Massachusetts,Cohasset,3
Massachusetts,Colrain,0
Massachusetts,Concord,0
Massachusetts,Conway,22
Massachusetts,Cotuit,0
Massachusetts,Cummaquid,0
Massachusetts,Cummington,0
Massachusetts,Cuttyhunk,0
Massachusetts,Dalton,0
Massachusetts,Danvers,23
Massachusetts,Dartmouth,11
Massachusetts,Dedham,18
Massachusetts,Deerfield,1
Massachusetts,Dennis,0
Massachusetts,Dennis Port,0
Massachusetts,Devens,0
Massachusetts,Dighton,1
Massachusetts,Dorchester,0
Massachusetts,Dorchester Center,0
Massachusetts,Douglas,8
Massachusetts,Dover,3
Massachusetts,Dracut,6
Massachusetts,Drury,0
Massachusetts,Dudley,3
Massachusetts,Dunstable,0
Massachusetts,Duxbury,6
Massachusetts,East Boston,13
Pennsylvania,Bradford,0
Pennsylvania,Bradfordwoods,0
Pennsylvania,Branchdale,0
Pennsylvania,Branchton,0
Pennsylvania,Brandamore,0
Pennsylvania,Brave,0
Pennsylvania,Breinigsville,0
Pennsylvania,Brentwood,9
Pennsylvania,Bridgeport,6
Pennsylvania,Bridgeville,17
Pennsylvania,Brier Hill,0
Pennsylvania,Brisbin,1
Pennsylvania,Bristol,0
Pennsylvania,Broad Top,0
Pennsylvania,Brockton,0
Pennsylvania,Brockway,10
Pennsylvania,Brodheadsville,1
Pennsylvania,Brogue,0
Pennsylvania,Brookhaven,3
Pennsylvania,Brookville,4
Pennsylvania,Broomall,9
Pennsylvania,Brownfield,7
Pennsylvania,Brownstown,0
South Carolina,Taylors,4
South Carolina,Tigerville,0
South Carolina,Tillman,0
South Carolina,Timmonsville,0
South Carolina,Townville,0
South Carolina,Travelers Rest,4
South Carolina,Trenton,2
South Carolina,Troy,0
South Carolina,Turbeville,0
South Carolina,Una,0
South Carolina,Union,2
South Carolina,Van Wyck,0
South Carolina,Vance,1
South Carolina,Varnville,2
South Carolina,Vaucluse,0
South Carolina,Wadmalaw Island,0
South Carolina,Wagener,0
South Carolina,Walhalla,2
South Carolina,Wallace,0
South Carolina,Walterboro,6
South Carolina,Ward,0
South Carolina,Ware Shoals,0
South Carolina,Warrenville,0
South Carolina,Waterloo,0
South Carolina,Wedgefield,0
South Carolina,Wellford,2
South Carolina,West Columbia,36
South Carolina,West Union,2
South Carolina,Westminster,0
Texas,Frisco,40
Texas,Fritch,0
Texas,Frost,0
Texas,Fruitvale,0
Texas,Fulshear,4
Texas,Gail,0
Texas,Gainesville,12
Texas,Galena Park,0
Texas,Galveston,14
Texas,Ganado,3
Texas,Garciasville,0
Texas,Garden City,1
Texas,Garden Ridge,0
Texas,Gardendale,0
Texas,Garland,132
Texas,Garrison,0
Texas,Garwood,0
Texas,Gary,0
Texas,Gatesville,6
Texas,Gause,0
Texas,George West,1
Virginia,Wilsons,0
Virginia,Winchester,5
Virginia,Windsor,0
Virginia,Wirtz,0
Virginia,Wise,4
Virginia,Wolftown,0
Virginia,Woodberry Forest,0
Virginia,Woodbridge,2
Virginia,Woodford,0
Virginia,Woodlawn,0
Virginia,Woods Cross Roads,0
Virginia,Woodstock,1
Virginia,Woodville,6
Virginia,Wytheville,13
Virginia,Yale,1
Virginia,Yorktown,2
Virginia,Zuni,1
Tennessee,Reliance,0
Tennessee,Riceville,1
Tennessee,Rickman,0
Tennessee,Riddleton,0
Tennessee,Ridgetop,0
Tennessee,Ripley,4
Tennessee,Roan Mountain,1
Tennessee,Robbins,0
Tennessee,Rockford,5
Tennessee,Rockvale,0
Tennessee,Rockwood,0
Tennessee,Rogersville,0
Tennessee,Rossville,0
Tennessee,Rugby,0
Tennessee,Russellville,0
Tennessee,Rutherford,3
Tennessee,Rutledge,0
Tennessee,Saint Joseph,20
Tennessee,Sale Creek,0
Tennessee,Santa Fe,48
Tennessee,Savannah,0
Tennessee,Selmer,3
Tennessee,Sevierville,15
Tennessee,Sewanee,0
Massachusetts,East Bridgewater,2
Massachusetts,East Brookfield,0
Massachusetts,East Dennis,0
Massachusetts,East Falmouth,0
Massachusetts,East Freetown,0
Massachusetts,East Longmeadow,18
Massachusetts,East Orleans,0
Massachusetts,East Otis,0
Massachusetts,East Princeton,0
Massachusetts,East Sandwich,0
Massachusetts,East Taunton,1
Massachusetts,East Templeton,0
Massachusetts,East Walpole,0
Massachusetts,East Wareham,1
Massachusetts,East Weymouth,0
Massachusetts,Eastham,0
Massachusetts,Easthampton,7
Massachusetts,Easton,0
Massachusetts,Edgartown,0
Massachusetts,Elmwood,0
Massachusetts,Erving,0
Massachusetts,Essex,6
Massachusetts,Everett,79
Massachusetts,Fairhaven,13
Massachusetts,Fall River,45
Massachusetts,Falmouth,9
Massachusetts,Fayville,0
Massachusetts,Feeding Hills,2
